Лет опыта,Возраст,Увольнений в трудовой,Высших образований,Среднеспециальных образований,В браке,Должность,Повышенный оклад
20,40,0,0,1,Нет,Оператор,Нет
13,42,0,0,1,Нет,Оператор,Нет
12,34,0,0,1,Да,Оператор,Нет
24,49,0,0,0,Да,Не нанят,Нет
2,25,0,0,1,Нет,Оператор,Нет
22,49,1,0,1,Нет,Не нанят,Нет
14,36,0,0,0,Да,Оператор,Нет
8,35,0,1,0,Да,Техник,Нет
38,65,0,1,0,Да,Начальник производства,Двойная премия
30,52,0,1,0,Да,Мастер,Премия
4,26,0,1,0,Нет,Техник,Нет
18,39,0,0,1,Да,Техник,Нет
17,40,0,0,1,Да,Техник,Премия
9,33,1,0,1,Да,Не нанят,Нет
11,37,1,0,1,Нет,Не нанят,Нет
4,31,1,0,0,Нет,Не нанят,Нет
8,30,0,1,0,Нет,Техник,Нет
19,46,0,0,1,Нет,Оператор,Нет
27,47,0,0,1,Нет,Оператор,Нет
39,64,0,0,1,Да,Техник,Премия
1,29,0,0,1,Да,Оператор,Нет
35,58,0,0,1,Да,Техник,Премия
32,55,1,1,0,Да,Не нанят,Нет
33,62,1,1,0,Да,Не нанят,Нет
28,53,2,0,1,Да,Не нанят,Нет
11,35,1,0,0,Да,Не нанят,Нет
38,61,0,0,1,Да,Техник,Премия
28,51,0,0,1,Да,Оператор,Премия
31,57,0,0,1,Да,Оператор,Нет
20,47,0,1,0,Нет,Мастер,Нет
18,43,0,0,1,Нет,Техник,Нет
5,34,0,0,1,Да,Техник,Нет
15,35,0,0,1,Нет,Оператор,Нет
10,30,0,0,0,Да,Не нанят,Нет
6,33,2,0,0,Да,Не нанят,Нет
12,33,0,0,1,Да,Техник,Нет
14,40,0,1,0,Да,Технолог,Нет
17,46,1,0,1,Нет,Не нанят,Нет
33,61,0,0,1,Да,Техник,Премия
4,27,0,0,1,Нет,Техник,Нет
0,29,0,0,1,Нет,Оператор,Нет
39,66,1,0,1,Да,Не нанят,Нет
27,53,0,2,0,Да,Мастер,Двойная премия
0,24,0,0,0,Да,Не нанят,Нет
10,30,1,1,0,Нет,Не нанят,Нет
7,30,0,0,1,Нет,Оператор,Нет
18,39,0,1,0,Нет,Мастер,Нет
32,52,0,1,0,Да,Начальник производства,Премия
4,30,0,0,1,Да,Техник,Нет
35,64,0,1,0,Да,Мастер,Нет
21,43,0,0,0,Нет,Техник,Нет
22,50,0,0,1,Да,Техник,Нет
12,37,0,0,0,Нет,Не нанят,Нет
11,34,1,0,1,Нет,Не нанят,Нет
12,38,2,0,1,Нет,Не нанят,Нет
14,43,1,0,1,Нет,Не нанят,Нет
30,58,0,0,1,Да,Техник,Нет
34,58,0,0,1,Да,Оператор,Премия
29,50,0,1,0,Нет,Мастер,Нет
10,30,0,1,0,Нет,Мастер,Нет
18,40,0,0,1,Нет,Оператор,Нет
34,57,0,0,1,Да,Техник,Премия
19,46,0,0,1,Нет,Оператор,Нет
4,33,1,1,0,Нет,Не нанят,Нет
21,44,0,0,1,Нет,Оператор,Нет
27,55,0,1,0,Да,Начальник производства,Двойная премия
33,60,0,1,0,Да,Мастер,Премия
20,45,0,1,0,Нет,Мастер,Нет
9,32,0,0,1,Нет,Оператор,Нет
4,30,0,0,1,Да,Техник,Нет
21,50,0,0,1,Да,Оператор,Нет
29,55,0,0,1,Да,Техник,Нет
37,60,0,0,1,Да,Техник,Нет
39,62,0,0,1,Да,Оператор,Нет
19,39,0,0,1,Нет,Оператор,Нет
23,47,0,1,0,Да,Мастер,Двойная премия
14,41,0,0,1,Да,Техник,Премия
18,42,1,1,0,Нет,Не нанят,Нет
29,58,0,0,0,Да,Не нанят,Нет
39,59,0,1,0,Да,Мастер,Двойная премия
11,31,0,1,0,Нет,Мастер,Нет
36,65,0,0,1,Да,Техник,Премия
18,43,0,0,1,Нет,Оператор,Нет
9,33,1,1,0,Да,Не нанят,Нет
13,33,0,1,0,Нет,Мастер,Нет
23,51,1,1,0,Да,Не нанят,Нет
22,48,0,0,1,Да,Оператор,Премия
35,62,0,0,0,Да,Техник,Нет
33,61,1,0,1,Да,Не нанят,Нет
9,32,1,1,0,Да,Не нанят,Нет
4,33,0,1,0,Да,Техник,Нет
24,49,0,0,0,Да,Оператор,Нет
4,31,0,1,0,Да,Техник,Нет
17,42,1,1,0,Нет,Не нанят,Нет
37,60,0,0,1,Да,Техник,Нет
1,21,0,1,0,Нет,Техник,Нет
30,50,1,0,1,Нет,Не нанят,Нет
7,36,0,0,1,Да,Техник,Нет
29,53,0,1,0,Да,Начальник производства,Двойная премия
20,40,0,0,0,Нет,Оператор,Нет
11,39,2,1,0,Да,Не нанят,Нет
26,50,0,0,0,Нет,Не нанят,Нет
22,46,0,0,1,Да,Техник,Премия
2,26,0,0,1,Нет,Оператор,Нет
14,38,0,0,1,Да,Оператор,Нет
39,61,1,0,0,Да,Не нанят,Нет
28,51,0,0,1,Да,Оператор,Нет
36,61,0,0,1,Да,Техник,Премия
12,32,0,0,1,Да,Оператор,Нет
30,52,0,0,0,Да,Техник,Нет
27,49,1,1,0,Да,Не нанят,Нет
0,25,0,0,1,Нет,Техник,Нет
13,42,0,1,0,Да,Мастер,Премия
2,27,0,1,0,Да,Техник,Нет
18,40,0,2,0,Да,Мастер,Премия
21,48,0,0,1,Нет,Оператор,Нет
17,45,1,1,0,Да,Не нанят,Нет
27,53,1,1,0,Да,Не нанят,Нет
17,44,0,0,1,Да,Техник,Нет
18,41,1,0,0,Нет,Не нанят,Нет
21,45,0,1,0,Нет,Мастер,Нет
33,62,1,0,0,Да,Не нанят,Нет
12,33,0,0,0,Да,Не нанят,Нет
36,57,1,1,0,Да,Не нанят,Нет
36,57,0,1,0,Да,Мастер,Двойная премия
30,51,0,0,1,Да,Оператор,Премия
1,29,0,0,1,Нет,Техник,Нет
0,29,0,1,0,Да,Техник,Нет
19,39,2,0,1,Да,Не нанят,Нет
10,36,1,0,0,Да,Не нанят,Нет
34,63,0,1,0,Да,Начальник производства,Нет
37,61,0,0,1,Да,Техник,Нет
22,47,1,0,1,Нет,Не нанят,Нет
28,56,1,0,1,Да,Не нанят,Нет
3,27,0,0,1,Нет,Оператор,Нет
17,38,0,0,1,Да,Оператор,Нет
35,61,0,0,0,Да,Оператор,Нет
36,58,1,1,0,Да,Не нанят,Нет
15,41,0,0,1,Нет,Оператор,Нет
10,30,0,0,1,Нет,Техник,Нет
22,48,1,0,1,Да,Не нанят,Нет
35,60,0,0,0,Да,Техник,Нет
4,31,1,1,0,Нет,Не нанят,Нет
10,30,0,1,0,Да,Мастер,Нет
27,56,0,1,0,Да,Начальник производства,Премия
28,54,0,1,0,Да,Начальник производства,Нет
18,42,0,1,0,Да,Мастер,Премия
19,43,1,0,1,Нет,Не нанят,Нет
7,36,1,0,0,Нет,Не нанят,Нет
5,29,0,0,1,Нет,Оператор,Нет
33,54,0,0,1,Да,Техник,Нет
32,54,1,0,1,Да,Не нанят,Нет
28,55,1,1,0,Да,Не нанят,Нет
0,26,0,0,1,Нет,Техник,Нет
3,25,1,0,1,Нет,Не нанят,Нет
15,42,1,0,0,Да,Не нанят,Нет
2,23,0,0,1,Нет,Оператор,Нет
5,34,0,1,0,Да,Техник,Нет
15,38,1,0,0,Да,Не нанят,Нет
5,30,0,0,0,Да,Не нанят,Нет
23,46,0,1,0,Нет,Мастер,Нет
1,23,1,0,0,Да,Не нанят,Нет
37,63,0,1,0,Да,Мастер,Двойная премия
6,29,0,0,1,Да,Оператор,Нет
27,56,0,0,1,Да,Техник,Нет
17,43,0,0,0,Да,Техник,Нет
15,42,0,0,0,Нет,Техник,Нет
29,52,0,0,1,Да,Техник,Премия
36,57,0,0,1,Да,Техник,Премия
32,60,0,0,1,Да,Оператор,Нет
24,52,0,0,0,Да,Техник,Нет
7,34,0,0,1,Да,Техник,Нет
18,42,1,0,1,Нет,Не нанят,Нет
16,43,0,1,0,Да,Мастер,Нет
1,28,0,1,0,Да,Техник,Нет
9,30,0,0,1,Нет,Техник,Нет
31,55,1,0,1,Да,Не нанят,Нет
1,24,0,0,0,Да,Не нанят,Нет
26,51,0,0,1,Да,Оператор,Премия
10,31,0,0,1,Да,Техник,Нет
6,35,0,1,0,Нет,Техник,Нет
2,28,0,1,0,Нет,Техник,Нет
23,46,0,0,1,Нет,Оператор,Нет
15,39,0,1,0,Да,Технолог,Двойная премия
14,40,0,0,1,Да,Оператор,Премия
18,45,0,0,1,Нет,Техник,Нет
11,33,0,0,1,Нет,Техник,Нет
17,46,0,0,1,Нет,Техник,Нет
27,50,0,0,1,Нет,Оператор,Нет
17,44,0,0,1,Нет,Оператор,Нет
15,41,0,1,0,Нет,Мастер,Нет
28,53,0,0,0,Да,Техник,Нет
1,27,0,0,0,Нет,Не нанят,Нет
35,55,1,0,0,Да,Не нанят,Нет
11,37,1,0,1,Нет,Не нанят,Нет
16,42,0,0,1,Да,Техник,Премия
7,31,0,0,1,Да,Техник,Нет
14,41,0,1,0,Нет,Мастер,Нет
7,29,0,0,1,Да,Техник,Нет
8,30,0,0,1,Да,Оператор,Нет
36,61,0,0,1,Да,Техник,Премия
13,42,0,0,1,Нет,Техник,Нет
6,30,1,0,1,Да,Не нанят,Нет
3,27,1,2,0,Нет,Техник,Нет
35,57,1,1,0,Да,Не нанят,Нет
34,60,1,1,0,Да,Не нанят,Нет
31,58,1,1,0,Да,Не нанят,Нет
21,44,0,1,0,Да,Начальник производства,Нет
15,37,0,0,1,Да,Техник,Нет
11,34,1,0,0,Да,Не нанят,Нет
34,57,0,1,0,Да,Мастер,Двойная премия
16,41,0,0,1,Нет,Техник,Нет
15,44,0,0,0,Да,Не нанят,Нет
35,63,1,0,1,Да,Не нанят,Нет
2,27,1,1,0,Да,Не нанят,Нет
29,55,0,0,0,Да,Техник,Нет
4,30,1,0,1,Да,Не нанят,Нет
15,43,0,0,0,Да,Не нанят,Нет
5,29,0,1,0,Нет,Техник,Нет
13,33,0,1,0,Нет,Мастер,Нет
20,46,0,1,0,Нет,Мастер,Нет
15,39,1,1,0,Нет,Не нанят,Нет
25,50,1,0,1,Нет,Не нанят,Нет
16,44,0,0,1,Нет,Техник,Нет
2,26,2,1,0,Нет,Не нанят,Нет
21,42,2,1,0,Да,Не нанят,Нет
18,46,0,1,0,Да,Мастер,Нет
26,47,0,0,1,Да,Техник,Нет
39,65,0,0,0,Да,Техник,Нет
21,49,0,0,0,Нет,Оператор,Нет
28,53,1,1,0,Да,Не нанят,Нет
28,50,1,1,0,Да,Не нанят,Нет
18,43,1,0,1,Да,Не нанят,Нет
14,36,0,1,0,Нет,Мастер,Нет
30,57,0,0,1,Да,Техник,Нет
2,27,0,0,0,Нет,Не нанят,Нет
24,52,0,0,0,Да,Техник,Нет
33,53,0,1,0,Да,Начальник производства,Двойная премия
26,47,0,2,0,Нет,Начальник производства,Нет
3,30,1,1,0,Нет,Не нанят,Нет
17,44,0,0,1,Да,Техник,Нет
8,33,0,1,0,Да,Мастер,Нет
8,30,1,1,0,Нет,Не нанят,Нет
20,43,1,0,0,Да,Не нанят,Нет
11,31,1,1,0,Да,Не нанят,Нет
0,29,1,0,0,Да,Не нанят,Нет
38,59,1,1,0,Да,Не нанят,Нет
20,40,2,2,0,Нет,Техник,Нет
0,24,0,0,1,Да,Техник,Нет
8,37,1,0,1,Да,Не нанят,Нет
12,38,0,0,1,Да,Техник,Нет
3,23,1,2,0,Нет,Техник,Нет
16,45,0,1,0,Да,Технолог,Премия
5,26,1,0,1,Да,Не нанят,Нет
13,41,1,0,0,Да,Не нанят,Нет
25,49,0,0,1,Нет,Оператор,Нет
11,32,1,1,0,Да,Не нанят,Нет
19,45,1,0,1,Нет,Не нанят,Нет
2,30,0,0,0,Да,Не нанят,Нет
18,41,0,1,0,Нет,Мастер,Нет
19,46,0,1,0,Нет,Мастер,Нет
6,34,0,0,1,Да,Техник,Нет
37,61,1,1,0,Да,Не нанят,Нет
33,53,0,0,1,Да,Техник,Премия
23,43,0,1,0,Да,Мастер,Двойная премия
24,44,0,0,0,Да,Техник,Нет
15,36,1,0,1,Нет,Не нанят,Нет
7,30,1,0,1,Нет,Не нанят,Нет
16,39,1,1,0,Да,Не нанят,Нет
5,33,1,0,1,Да,Не нанят,Нет
24,45,0,0,1,Да,Техник,Нет
4,27,0,1,0,Да,Техник,Нет
11,39,0,1,0,Да,Технолог,Премия
28,54,0,1,0,Да,Мастер,Двойная премия
14,40,0,1,0,Нет,Мастер,Нет
23,50,1,1,0,Нет,Не нанят,Нет
13,38,1,0,1,Да,Не нанят,Нет
5,27,1,0,1,Нет,Не нанят,Нет
34,54,0,0,0,Да,Оператор,Нет
30,54,0,1,0,Да,Мастер,Двойная премия
35,58,1,0,1,Да,Не нанят,Нет
23,46,0,1,0,Нет,Мастер,Нет
18,42,1,0,1,Нет,Не нанят,Нет
1,25,0,2,0,Да,Техник,Нет
38,62,0,0,1,Да,Техник,Премия
33,58,0,2,0,Да,Мастер,Нет
10,35,1,0,1,Да,Не нанят,Нет
38,58,1,0,1,Да,Не нанят,Нет
38,62,0,0,1,Да,Техник,Премия
23,43,0,0,0,Да,Оператор,Нет
34,55,0,0,1,Да,Техник,Нет
0,25,0,0,0,Нет,Не нанят,Нет
15,39,0,1,0,Да,Мастер,Нет
18,39,0,0,1,Да,Техник,Нет
27,47,0,0,1,Да,Техник,Премия
32,61,0,0,0,Да,Оператор,Нет
6,27,0,0,1,Нет,Оператор,Нет
12,33,0,1,0,Да,Мастер,Нет
8,33,0,0,1,Нет,Оператор,Нет
3,24,1,0,1,Нет,Не нанят,Нет
35,62,0,0,1,Да,Техник,Премия
17,42,0,0,1,Да,Оператор,Нет
38,61,1,0,1,Да,Не нанят,Нет
39,67,0,1,0,Да,Мастер,Двойная премия
18,43,0,0,1,Да,Техник,Премия
30,59,0,0,0,Да,Техник,Нет
26,49,0,1,0,Нет,Мастер,Нет
22,46,0,0,1,Да,Техник,Нет
24,52,0,1,0,Да,Начальник производства,Нет
19,40,1,0,1,Нет,Не нанят,Нет
21,50,0,1,0,Да,Начальник производства,Нет
0,20,0,0,1,Нет,Оператор,Нет
26,52,1,0,1,Да,Не нанят,Нет
22,49,0,2,0,Нет,Начальник производства,Премия
26,51,0,0,0,Да,Техник,Нет
15,37,0,1,0,Нет,Мастер,Нет
21,45,0,0,1,Да,Техник,Нет
19,44,0,1,0,Нет,Мастер,Нет
1,27,0,0,1,Нет,Техник,Нет
15,36,0,2,0,Да,Технолог,Нет
6,28,0,0,1,Нет,Техник,Нет
1,30,0,0,1,Да,Техник,Нет
6,26,0,0,1,Да,Оператор,Премия
2,27,1,0,1,Да,Не нанят,Нет
15,41,0,0,1,Да,Техник,Нет
36,64,1,1,0,Да,Не нанят,Нет
30,56,0,0,1,Да,Техник,Премия
3,24,0,0,1,Нет,Оператор,Нет
13,37,1,0,1,Нет,Не нанят,Нет
14,39,1,0,1,Нет,Не нанят,Нет
25,49,0,0,1,Да,Техник,Нет
38,61,0,1,0,Да,Мастер,Премия
36,59,0,0,0,Да,Техник,Нет
29,54,0,0,1,Да,Техник,Нет
23,51,2,1,0,Да,Не нанят,Нет
14,36,1,0,0,Да,Не нанят,Нет
20,49,1,0,0,Нет,Не нанят,Нет
4,32,0,1,0,Нет,Техник,Нет
11,36,0,1,0,Нет,Мастер,Нет
35,56,0,0,1,Да,Техник,Нет
25,51,0,1,0,Да,Мастер,Двойная премия
25,51,2,0,0,Да,Не нанят,Нет
25,48,1,0,1,Нет,Не нанят,Нет
5,27,0,0,1,Нет,Техник,Нет
9,37,0,0,1,Нет,Техник,Нет
14,42,0,0,0,Да,Не нанят,Нет
28,55,1,1,0,Да,Не нанят,Нет
13,35,0,0,1,Нет,Техник,Нет
38,66,0,0,1,Да,Техник,Нет
26,52,0,0,1,Да,Техник,Премия
26,55,0,0,1,Да,Техник,Нет
39,64,1,0,1,Да,Не нанят,Нет
30,57,1,0,1,Да,Не нанят,Нет
14,35,1,0,1,Нет,Не нанят,Нет
30,57,1,0,1,Да,Не нанят,Нет
31,53,0,0,0,Да,Оператор,Нет
34,61,1,1,0,Да,Не нанят,Нет
20,41,0,0,1,Да,Техник,Нет
37,63,0,0,1,Да,Техник,Премия
24,51,0,1,0,Да,Начальник производства,Двойная премия
20,40,0,0,1,Да,Техник,Премия
18,40,1,0,1,Да,Не нанят,Нет
18,38,0,1,0,Да,Мастер,Двойная премия
25,45,0,0,1,Нет,Оператор,Нет
20,49,0,1,0,Нет,Мастер,Нет
19,40,0,1,0,Нет,Мастер,Нет
16,40,0,0,1,Да,Техник,Премия
11,37,1,1,0,Да,Не нанят,Нет
2,28,0,1,0,Да,Техник,Нет
14,37,1,1,0,Да,Не нанят,Нет
32,57,1,0,1,Да,Не нанят,Нет
28,51,0,0,0,Да,Оператор,Нет
26,52,0,0,1,Да,Техник,Нет
20,48,0,0,1,Нет,Техник,Нет
31,57,1,0,1,Да,Не нанят,Нет
15,44,0,0,1,Нет,Оператор,Нет
2,26,0,0,0,Нет,Не нанят,Нет
16,43,1,1,0,Да,Не нанят,Нет
27,47,1,0,1,Да,Не нанят,Нет
39,65,1,0,1,Да,Не нанят,Нет
19,44,0,1,0,Нет,Мастер,Нет
7,32,0,1,0,Да,Техник,Нет
1,29,1,0,0,Нет,Не нанят,Нет
2,24,0,2,0,Да,Техник,Нет
5,34,2,0,1,Да,Не нанят,Нет
39,60,1,0,1,Да,Не нанят,Нет
15,38,0,0,1,Да,Техник,Нет
8,30,0,1,0,Нет,Техник,Нет
33,53,0,0,1,Да,Техник,Премия
22,51,1,1,0,Да,Не нанят,Нет
34,62,0,0,0,Да,Не нанят,Нет
6,27,2,0,0,Да,Не нанят,Нет
1,28,0,1,0,Да,Техник,Нет
12,41,0,0,1,Да,Оператор,Премия
23,43,1,0,0,Да,Не нанят,Нет
17,43,0,0,1,Нет,Техник,Нет
25,51,0,0,0,Да,Техник,Нет
4,25,1,1,0,Нет,Не нанят,Нет
29,57,1,0,1,Да,Не нанят,Нет
24,51,0,0,1,Да,Техник,Нет
12,32,0,1,0,Да,Технолог,Двойная премия
7,30,0,0,1,Да,Техник,Нет
34,57,0,0,1,Да,Техник,Премия
0,22,0,0,1,Нет,Оператор,Нет
5,25,1,1,0,Нет,Не нанят,Нет
5,32,0,0,0,Да,Не нанят,Нет
4,31,0,0,1,Нет,Оператор,Нет
39,66,0,1,0,Да,Мастер,Премия
25,47,1,0,0,Да,Не нанят,Нет
22,48,1,1,0,Нет,Не нанят,Нет
33,58,0,0,1,Да,Техник,Премия
39,63,0,0,1,Да,Оператор,Нет
15,35,2,1,0,Да,Не нанят,Нет
17,41,0,0,1,Нет,Техник,Нет
27,49,1,1,0,Нет,Не нанят,Нет
10,38,1,0,1,Да,Не нанят,Нет
33,53,1,0,1,Да,Не нанят,Нет
10,36,0,0,0,Да,Оператор,Нет
20,40,1,0,1,Нет,Не нанят,Нет
27,52,0,1,0,Да,Мастер,Двойная премия
26,55,0,0,1,Да,Техник,Нет
27,47,0,0,1,Нет,Оператор,Нет
14,42,0,0,0,Да,Оператор,Нет
19,40,1,1,0,Нет,Не нанят,Нет
